master_ccl_id	ccl_name	ccl_availability	ccle_primary_site	ccle_primary_hist	ccle_hist_subtype_1
1	697	ccle;public	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	acute_lymphoblastic_B_cell_leukaemia
3	5637	ccle;public	urinary_tract	carcinoma	
4	2313287	ccle;public	stomach	carcinoma	adenocarcinoma
5	1321N1	ccle	central_nervous_system	glioma	astrocytoma
6	143B	ccle	bone	osteosarcoma	
7	22RV1	ccle;public	prostate	carcinoma	
8	253J	ccle;public	urinary_tract	carcinoma	transitional_cell_carcinoma
9	253JBV	ccle;public	urinary_tract	carcinoma	transitional_cell_carcinoma
10	42MGBA	ccle;public	central_nervous_system	glioma	astrocytoma_Grade_IV
13	59M	ccle	ovary	carcinoma	
14	639V	ccle;public	urinary_tract	carcinoma	transitional_cell_carcinoma
15	647V	ccle;public	urinary_tract	carcinoma	transitional_cell_carcinoma
16	769P	ccle;public	kidney	carcinoma	clear_cell_renal_cell_carcinoma
19	786O	ccle;public	kidney	carcinoma	clear_cell_renal_cell_carcinoma
20	8305C	ccle;public	thyroid	carcinoma	anaplastic_carcinoma
21	8505C	ccle;public	thyroid	carcinoma	anaplastic_carcinoma
22	8MGBA	ccle;public	central_nervous_system	glioma	astrocytoma_Grade_IV
23	A101D	ccle;public	skin	malignant_melanoma	
24	A1207	ccle	central_nervous_system	glioma	
25	A172	ccle;public	central_nervous_system	glioma	astrocytoma_Grade_IV
26	A204	ccle;public	soft_tissue	rhabdoid_tumor	
27	A2058	ccle;public	skin	malignant_melanoma	
28	A253	ccle;public	salivary_gland	carcinoma	mucoepidermoid_carcinoma
29	A2780	ccle;public	ovary	carcinoma	adenocarcinoma
30	A375	ccle;public	skin	malignant_melanoma	
31	A3KAW	ccle;public	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	diffuse_large_B_cell_lymphoma
33	A498	ccle;public	kidney	carcinoma	renal_cell_carcinoma
34	A4FUK	ccle;public	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	diffuse_large_B_cell_lymphoma
35	A549	ccle;public	lung	carcinoma	non_small_cell_carcinoma
37	A673	ccle;public	bone	Ewings_sarcoma_peripheral_primitive_neuroectodermal_tumor	
39	A704	ccle	kidney	carcinoma	renal_cell_carcinoma
40	ABC1	ccle	lung	carcinoma	non_small_cell_carcinoma
41	ACCMESO1	ccle;public	pleura	mesothelioma	
42	ACCS	ccle	urinary_tract	carcinoma	transitional_cell_carcinoma
43	ACHN	ccle;public	kidney	carcinoma	renal_cell_carcinoma
44	AGS	ccle;public	stomach	carcinoma	adenocarcinoma
46	ALLSIL	ccle;public	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	acute_lymphoblastic_T_cell_leukaemia
47	AM38	ccle;public	central_nervous_system	glioma	astrocytoma_Grade_IV
48	AML193	ccle;public	haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm	acute_myeloid_leukaemia
49	AMO1	ccle;public	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	plasma_cell_myeloma
50	AN3CA	ccle;public	endometrium	carcinoma	adenocarcinoma
52	ASPC1	ccle;public	pancreas	carcinoma	ductal_carcinoma
53	AU565	ccle;public	breast	carcinoma	
54	AZ521	ccle	stomach	carcinoma	
55	BC3C	ccle;public	urinary_tract	carcinoma	transitional_cell_carcinoma
56	BCP1	ccle;public	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	B_cell_lymphoma
57	BCPAP	ccle;public	thyroid	carcinoma	papillary_carcinoma
58	BDCM	ccle;public	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	acute_lymphoblastic_B_cell_leukaemia
59	BECKER	ccle;public	central_nervous_system	glioma	astrocytoma_Grade_IV
60	BEN	ccle;public	lung	carcinoma	
61	BFTC905	ccle;public	urinary_tract	carcinoma	transitional_cell_carcinoma
62	BFTC909	ccle;public	kidney	carcinoma	
64	BHT101	ccle;public	thyroid	carcinoma	anaplastic_carcinoma
65	BHY	ccle;public	upper_aerodigestive_tract	carcinoma	squamous_cell_carcinoma
66	BICR16	ccle;public	upper_aerodigestive_tract	carcinoma	squamous_cell_carcinoma
67	BICR18	ccle;public	upper_aerodigestive_tract	carcinoma	squamous_cell_carcinoma
68	BICR22	ccle;public	upper_aerodigestive_tract	carcinoma	squamous_cell_carcinoma
69	BICR31	ccle;public	upper_aerodigestive_tract	carcinoma	squamous_cell_carcinoma
70	BICR56	ccle;public	upper_aerodigestive_tract	carcinoma	squamous_cell_carcinoma
71	BICR6	ccle;public	upper_aerodigestive_tract	carcinoma	squamous_cell_carcinoma
73	BJHTERT	ccle	skin		immortalized_fibroblast
74	BL41	ccle;public	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	Burkitt_lymphoma
75	BL70	ccle;public	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	Burkitt_lymphoma
77	BT112	collaborator			
78	BT131	collaborator			
79	BT139	collaborator			
80	BT145	collaborator			
81	BT147	collaborator			
82	BT159	collaborator			
83	BT164	collaborator			
84	BT172	collaborator			
85	BT179	collaborator			
88	BT187	collaborator			
90	BT20	ccle;public	breast	carcinoma	ductal_carcinoma
91	BT216	collaborator			
92	BT224	collaborator			
93	BT228	collaborator			
94	BT231	collaborator			
95	BT239	collaborator			
96	BT248	collaborator			
97	BT474	ccle;public	breast	carcinoma	ductal_carcinoma
98	BT483	ccle	breast	carcinoma	ductal_carcinoma
99	BT549	ccle;public	breast	carcinoma	ductal_carcinoma
100	BV173	ccle;public	haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm	blast_phase; chronic_myeloid_leukaemia
101	BXPC3	ccle;public	pancreas	carcinoma	ductal_carcinoma
102	C2BBE1	ccle;public	large_intestine	carcinoma	adenocarcinoma
103	C32	ccle;public	skin	malignant_melanoma	
104	C3A	ccle	liver	carcinoma	hepatocellular_carcinoma
106	CA46	ccle;public	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	Burkitt_lymphoma
108	CADOES1	ccle;public	bone	Ewings_sarcoma_peripheral_primitive_neuroectodermal_tumor	
109	CAKI1	ccle;public	kidney	carcinoma	clear_cell_renal_cell_carcinoma
110	CAKI2	ccle;public	kidney	carcinoma	clear_cell_renal_cell_carcinoma
111	CAL120	ccle;public	breast	carcinoma	
112	CAL12T	ccle;public	lung	carcinoma	non_small_cell_carcinoma
113	CAL148	ccle;public	breast	carcinoma	ductal_carcinoma
114	CAL27	ccle;public	upper_aerodigestive_tract	carcinoma	squamous_cell_carcinoma
115	CAL29	ccle;public	urinary_tract	carcinoma	transitional_cell_carcinoma
116	CAL33	ccle;public	upper_aerodigestive_tract	carcinoma	squamous_cell_carcinoma
117	CAL51	ccle;public	breast	carcinoma	
118	CAL54	ccle;public	kidney	carcinoma	renal_cell_carcinoma
119	CAL62	ccle;public	thyroid	carcinoma	anaplastic_carcinoma
120	CAL78	ccle;public	bone	chondrosarcoma	dedifferentiated
121	CAL851	ccle;public	breast	carcinoma	
122	CALU1	ccle;public	lung	carcinoma	squamous_cell_carcinoma
123	CALU3	ccle;public	lung	carcinoma	adenocarcinoma
124	CALU6	ccle;public	lung	carcinoma	undifferentiated_carcinoma
125	CAMA1	ccle;public	breast	carcinoma	
126	CAOV3	ccle;public	ovary	carcinoma	adenocarcinoma
127	CAOV4	ccle	ovary	carcinoma	adenocarcinoma
128	CAPAN1	ccle;public	pancreas	carcinoma	ductal_carcinoma
129	CAPAN2	ccle;public	pancreas	carcinoma	ductal_carcinoma
130	CAS1	ccle;public	central_nervous_system	glioma	astrocytoma_Grade_IV
131	CCFSTTG1	ccle;public	central_nervous_system	glioma	astrocytoma
132	CCK81	ccle;public	large_intestine	carcinoma	adenocarcinoma
138	CFPAC1	ccle;public	pancreas	carcinoma	ductal_carcinoma
139	CGTHW1	ccle;public	thyroid	carcinoma	follicular_carcinoma
140	CH157MN	ccle	central_nervous_system	meningioma	
141	CHAGOK1	ccle;public	lung	carcinoma	
142	CHL1	ccle	skin	malignant_melanoma	
143	CHP126	ccle;public	autonomic_ganglia	neuroblastoma	
144	CHP212	ccle;public	autonomic_ganglia	neuroblastoma	
145	CI1	ccle;public	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	B_cell_lymphoma
146	CJM	ccle;public	skin	malignant_melanoma	
147	CL11	ccle;public	large_intestine	carcinoma	adenocarcinoma
148	CL14	ccle	large_intestine	carcinoma	
149	CL34	ccle;public	large_intestine	carcinoma	adenocarcinoma
150	CL40	ccle	large_intestine	carcinoma	
151	CMK	ccle;public	haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm	acute_myeloid_leukaemia
152	CMK115	ccle	haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm	acute_myeloid_leukaemia
153	CMK86	ccle	haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm	acute_myeloid_leukaemia
154	CMLT1	ccle;public	haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm	blast_phase; chronic_myeloid_leukaemia
155	COLO201	ccle;public	large_intestine	carcinoma	adenocarcinoma
156	COLO205	ccle;public	large_intestine	carcinoma	adenocarcinoma
157	COLO320	ccle;public	large_intestine	carcinoma	adenocarcinoma
158	COLO668	ccle;public	lung	carcinoma	small_cell_carcinoma
159	COLO677	ccle	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	plasma_cell_myeloma
160	COLO678	ccle;public	large_intestine	carcinoma	adenocarcinoma
161	COLO679	ccle;public	skin	malignant_melanoma	
162	COLO680N	ccle;public	oesophagus	carcinoma	squamous_cell_carcinoma
163	COLO684	ccle;public	endometrium	carcinoma	adenocarcinoma
164	COLO699	public			
165	COLO704	ccle	ovary	carcinoma	
166	COLO741	ccle;public	skin	malignant_melanoma	
167	COLO775	ccle	haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm	chronic_myeloid_leukaemia
168	COLO783	ccle;public	skin	malignant_melanoma	
169	COLO792	ccle;public	skin	malignant_melanoma	
170	COLO800	ccle;public	skin	malignant_melanoma	
171	COLO818	ccle	skin	malignant_melanoma	
172	COLO829	ccle;public	skin	malignant_melanoma	
173	COLO849	ccle	skin	malignant_melanoma	
174	CORL105	ccle;public	lung	carcinoma	adenocarcinoma
175	CORL23	ccle	lung	carcinoma	large_cell_carcinoma
176	CORL24	ccle	lung	carcinoma	small_cell_carcinoma
178	CORL279	ccle;public	lung	carcinoma	small_cell_carcinoma
179	CORL311	ccle	lung	carcinoma	small_cell_carcinoma
180	CORL47	ccle;public	lung	carcinoma	small_cell_carcinoma
181	CORL51	ccle;public	lung	carcinoma	small_cell_carcinoma
182	CORL88	ccle;public	lung	carcinoma	small_cell_carcinoma
183	CORL95	ccle;public	lung	carcinoma	small_cell_carcinoma
184	COV318	ccle;public	ovary	carcinoma	
185	COV362	ccle;public	ovary	carcinoma	
186	COV434	ccle;public	ovary	sex_cord_stromal_tumor	granulosa_cell_tumor
187	COV504	ccle	ovary	carcinoma	
188	COV644	ccle;public	ovary	carcinoma	
189	CPCN	ccle	lung	carcinoma	small_cell_carcinoma
190	CW2	ccle;public	large_intestine	carcinoma	
193	D283MED	ccle;public	central_nervous_system	primitive_neuroectodermal_tumor_medulloblastoma	
195	D341MED	ccle	central_nervous_system	primitive_neuroectodermal_tumor_medulloblastoma	
201	DANG	ccle;public	pancreas	carcinoma	
202	DAOY	ccle;public	central_nervous_system	primitive_neuroectodermal_tumor_medulloblastoma	
203	DAUDI	ccle;public	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	Burkitt_lymphoma
204	DB	ccle;public	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	diffuse_large_B_cell_lymphoma
205	DBTRG05MG	ccle;public	central_nervous_system	glioma	astrocytoma_Grade_IV
206	DEL	ccle;public	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	
208	DETROIT562	ccle;public	upper_aerodigestive_tract	carcinoma	
209	DFCI024	ccle	lung	carcinoma	adenocarcinoma
211	DKMG	ccle;public	central_nervous_system	glioma	astrocytoma_Grade_IV
212	DLD1	ccle;public	large_intestine	carcinoma	adenocarcinoma
214	DM3	ccle;public	pleura	mesothelioma	
215	DMS114	ccle;public	lung	carcinoma	small_cell_carcinoma
216	DMS153	ccle	lung	carcinoma	small_cell_carcinoma
217	DMS273	ccle;public	lung	carcinoma	small_cell_carcinoma
218	DMS454	ccle;public	lung	carcinoma	small_cell_carcinoma
219	DMS53	ccle;public	lung	carcinoma	small_cell_carcinoma
220	DMS79	ccle;public	lung	carcinoma	small_cell_carcinoma
221	DND41	ccle;public	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	acute_lymphoblastic_T_cell_leukaemia
222	DOHH2	ccle;public	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	diffuse_large_B_cell_lymphoma
223	DOV13	public			
225	DU145	ccle;public	prostate	carcinoma	
226	DU4475	ccle;public	breast	carcinoma	ductal_carcinoma
227	DV90	ccle;public	lung	carcinoma	adenocarcinoma
228	EB1	ccle;public	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	Burkitt_lymphoma
229	EB2	ccle	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	Burkitt_lymphoma
230	EBC1	ccle;public	lung	carcinoma	squamous_cell_carcinoma
231	ECC10	ccle;public	stomach	carcinoma	small_cell_adenocarcinoma
232	ECC12	ccle;public	stomach	carcinoma	small_cell_adenocarcinoma
233	ECGI10	ccle;public	oesophagus	carcinoma	
234	EFE184	ccle;public	endometrium	carcinoma	
235	EFM19	ccle	breast	carcinoma	ductal_carcinoma
236	EFM192A	ccle;public	breast	carcinoma	
237	EFO21	ccle;public	ovary	carcinoma	serous_carcinoma
238	EFO27	ccle;public	ovary	carcinoma	mucinous_carcinoma
239	EHEB	ccle;public	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	chronic_lymphocytic_leukaemia; small_lymphocytic_lymphoma
240	EJM	ccle;public	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	plasma_cell_myeloma
241	EKVX	public			
242	EM2	ccle;public	haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm	blast_phase; chronic_myeloid_leukaemia
243	EN	ccle;public	endometrium	carcinoma	
244	EOL1	ccle;public	haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm	acute_myeloid_leukaemia
246	EPLC272H	ccle;public	lung	carcinoma	squamous_cell_carcinoma
247	ES2	ccle;public	ovary	carcinoma	clear_cell_carcinoma
248	ESS1	ccle;public	endometrium	carcinoma	carcinosarcoma; malignant_mesodermal_mixed_tumor
249	EVSAT	ccle	breast	carcinoma	
250	EW8	ccle	bone	Ewings_sarcoma_peripheral_primitive_neuroectodermal_tumor	
251	EWS502	ccle	bone	Ewings_sarcoma_peripheral_primitive_neuroectodermal_tumor	
253	F36P	ccle;public	haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm	acute_myeloid_leukaemia
254	F5	ccle	central_nervous_system	meningioma	
255	FADU	ccle;public	upper_aerodigestive_tract	carcinoma	squamous_cell_carcinoma
257	FTC133	ccle;public	thyroid	carcinoma	follicular_carcinoma
258	FTC238	ccle;public	thyroid	carcinoma	follicular_carcinoma
259	FU97	ccle;public	stomach	carcinoma	diffuse_adenocarcinoma
261	FUOV1	ccle;public	ovary	carcinoma	serous_carcinoma
262	G292CLONEA141B1	ccle;public	bone	osteosarcoma	
263	G361	ccle;public	skin	malignant_melanoma	
264	G401	ccle;public	soft_tissue	rhabdoid_tumor	
265	G402	ccle;public	soft_tissue	rhabdoid_tumor	
266	GA10	ccle;public	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	Burkitt_lymphoma
268	GAMG	ccle;public	central_nervous_system	glioma	
269	GB1	ccle;public	central_nervous_system	glioma	astrocytoma_Grade_IV
270	GCIY	ccle	stomach	carcinoma	adenocarcinoma
271	GCT	ccle;public	soft_tissue	malignant_fibrous_histiocytoma_pleomorphic_sarcoma	
272	GDM1	ccle;public	haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm	acute_myeloid_leukaemia
274	GI1	ccle;public	central_nervous_system	glioma	gliosarcoma
280	GMS10	ccle;public	central_nervous_system	glioma	astrocytoma_Grade_IV
281	GOS3	ccle;public	central_nervous_system	glioma	astrocytoma
282	GP2D	ccle;public	large_intestine	carcinoma	adenocarcinoma
283	GRANTA519	ccle;public	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	mantle_cell_lymphoma
284	GRM	ccle	skin	malignant_melanoma	
285	GSS	ccle;public	stomach	carcinoma	adenocarcinoma
286	GSU	ccle;public	stomach	carcinoma	adenocarcinoma
290	H292	ccle;public	lung	carcinoma	mucoepidermoid_carcinoma
291	H4	ccle	central_nervous_system	glioma	
293	HARA	ccle;public	lung	carcinoma	squamous_cell_carcinoma
295	HCC1143	ccle;public	breast	carcinoma	ductal_carcinoma
296	HCC1171	ccle;public	lung	carcinoma	non_small_cell_carcinoma
297	HCC1187	ccle	breast	carcinoma	ductal_carcinoma
298	HCC1195	ccle;public	lung	carcinoma	mixed_adenosquamous_carcinoma
299	HCC1359	ccle	lung	carcinoma	large_cell_carcinoma
300	HCC1395	ccle;public	breast	carcinoma	ductal_carcinoma
301	HCC1419	ccle;public	breast	carcinoma	ductal_carcinoma
302	HCC1428	ccle;public	breast	carcinoma	
303	HCC1438	ccle;public	lung	carcinoma	large_cell_carcinoma
304	HCC15	ccle;public	lung	carcinoma	squamous_cell_carcinoma
305	HCC1500	ccle;public	breast	carcinoma	ductal_carcinoma
306	HCC1569	ccle;public	breast	carcinoma	metaplastic_carcinoma
307	HCC1588	ccle;public	lung	carcinoma	squamous_cell_carcinoma
308	HCC1599	ccle	breast	carcinoma	ductal_carcinoma
309	HCC1806	ccle;public	breast	carcinoma	ductal_carcinoma
310	HCC1833	ccle;public	lung	carcinoma	adenocarcinoma
311	HCC1897	ccle	lung	carcinoma	squamous_cell_carcinoma
313	HCC1937	ccle;public	breast	carcinoma	ductal_carcinoma
314	HCC1954	ccle;public	breast	carcinoma	ductal_carcinoma
315	HCC202	ccle;public	breast	carcinoma	ductal_carcinoma
316	HCC2108	ccle;public	lung	carcinoma	adenocarcinoma
317	HCC2157	ccle	breast	carcinoma	ductal_carcinoma
318	HCC2218	ccle;public	breast	carcinoma	ductal_carcinoma
319	HCC2279	ccle;public	lung	carcinoma	adenocarcinoma
323	HCC2814	ccle	lung	carcinoma	squamous_cell_carcinoma
324	HCC2935	ccle;public	lung	carcinoma	non_small_cell_carcinoma
326	HCC33	ccle;public	lung	carcinoma	small_cell_carcinoma
327	HCC364	ccle	lung	carcinoma	adenocarcinoma
328	HCC366	ccle;public	lung	carcinoma	mixed_adenosquamous_carcinoma
330	HCC38	ccle;public	breast	carcinoma	ductal_carcinoma
331	HCC4006	ccle;public	lung	carcinoma	adenocarcinoma
332	HCC44	ccle;public	lung	carcinoma	adenocarcinoma
337	HCC56	ccle;public	large_intestine	carcinoma	adenocarcinoma
338	HCC70	ccle	breast	carcinoma	ductal_carcinoma
339	HCC78	ccle;public	lung	carcinoma	adenocarcinoma
340	HCC827	ccle;public	lung	carcinoma	adenocarcinoma
341	HCC827GR5	ccle	lung	carcinoma	adenocarcinoma
342	HCC95	ccle;public	lung	carcinoma	squamous_cell_carcinoma
343	HCT116	ccle;public	large_intestine	carcinoma	
345	HCT15	ccle;public	large_intestine	carcinoma	adenocarcinoma
346	HCT8	ccle;public	large_intestine	carcinoma	adenocarcinoma
347	HDLM2	ccle;public	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	Hodgkin_lymphoma
348	HDMYZ	ccle;public	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	Hodgkin_lymphoma
349	HDQP1	ccle;public	breast	carcinoma	ductal_carcinoma
350	HEC108	ccle;public	endometrium	carcinoma	adenocarcinoma
351	HEC151	ccle;public	endometrium	carcinoma	adenocarcinoma
352	HEC1A	ccle;public	endometrium	carcinoma	adenocarcinoma
353	HEC1B	ccle;public	endometrium	carcinoma	adenocarcinoma
354	HEC251	ccle;public	endometrium	carcinoma	adenocarcinoma
355	HEC265	ccle;public	endometrium	carcinoma	adenocarcinoma
356	HEC50B	ccle;public	endometrium	carcinoma	adenocarcinoma
357	HEC59	ccle;public	endometrium	carcinoma	adenocarcinoma
358	HEC6	ccle;public	endometrium	carcinoma	adenocarcinoma
361	HEKTE	ccle	kidney		immortalized_epithelial
362	HEL	ccle;public	haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm	acute_myeloid_leukaemia
363	HEL9217	ccle;public	haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm	acute_myeloid_leukaemia
364	HELA	public			
365	HEP3B217	ccle;public	liver	carcinoma	hepatocellular_carcinoma
366	HEPG2	ccle;public	liver	carcinoma	hepatocellular_carcinoma
367	HEYA8	ccle;public	ovary	carcinoma	
368	HGC27	ccle;public	stomach	carcinoma	undifferentiated_adenocarcinoma
369	HH	ccle;public	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	adult_T_cell_lymphoma_leukaemia
370	HK2	ccle	kidney		immortalized_epithelial
371	HL60	ccle;public	haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm	acute_myeloid_leukaemia
372	HLC1	ccle	lung	carcinoma	adenocarcinoma
373	HLE	ccle	liver	carcinoma	hepatocellular_carcinoma
374	HLF	ccle;public	liver	carcinoma	hepatocellular_carcinoma
375	HLFA	ccle	lung	carcinoma	squamous_cell_carcinoma
376	HMC18	ccle;public	breast	carcinoma	
377	HMCB	ccle;public	skin	malignant_melanoma	
378	HMEL	ccle	breast		immortalized_epithelial
379	HN	ccle	upper_aerodigestive_tract	carcinoma	squamous_cell_carcinoma
381	HOP62	public			
382	HOP92	public			
383	HOS	ccle;public	bone	osteosarcoma	
384	HPAC	ccle;public	pancreas	carcinoma	ductal_carcinoma
385	HPAFII	ccle;public	pancreas	carcinoma	ductal_carcinoma
386	HPBALL	ccle;public	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	acute_lymphoblastic_T_cell_leukaemia
387	HRT18	ccle	large_intestine	carcinoma	adenocarcinoma
388	HS172T	ccle	urinary_tract	carcinoma	
390	HS229T	ccle	lung	carcinoma	adenocarcinoma
391	HS255T	ccle	large_intestine	carcinoma	adenocarcinoma
393	HS274T	ccle	breast	carcinoma	
394	HS281T	ccle	breast	carcinoma	
395	HS294T	ccle;public	skin	malignant_melanoma	
396	HS343T	ccle	breast	carcinoma	
397	HS571T	ccle	ovary	carcinoma	
399	HS578BST	public			
400	HS578T	ccle;public	breast	carcinoma	ductal_carcinoma
402	HS600T	ccle	skin	malignant_melanoma	
403	HS604T	ccle	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	Hodgkin_lymphoma
404	HS606T	ccle	breast	carcinoma	
405	HS611T	ccle;public	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	Hodgkin_lymphoma
406	HS616T	ccle	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	Hodgkin_lymphoma
407	HS618T	ccle	lung	carcinoma	adenocarcinoma
408	HS675T	ccle	large_intestine	carcinoma	
409	HS683	ccle;public	central_nervous_system	glioma	
410	HS688AT	ccle;public	skin	malignant_melanoma	
411	HS695T	ccle	skin	malignant_melanoma	
412	HS698T	ccle	large_intestine	carcinoma	adenocarcinoma
413	HS706T	ccle	bone	giant_cell_tumor	
414	HS729	ccle;public	soft_tissue	rhabdomyosarcoma	
415	HS737T	ccle	bone		giant_cell_tumor
416	HS739T	ccle	breast	carcinoma	
417	HS742T	ccle	breast	carcinoma	
418	HS746T	ccle;public	stomach	carcinoma	
420	HS751T	ccle	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	Hodgkin_lymphoma
421	HS766T	ccle;public	pancreas	carcinoma	ductal_carcinoma
422	HS819T	ccle;public	bone	chondrosarcoma	
423	HS821T	ccle	bone	giant_cell_tumor	
424	HS822T	ccle;public	bone	Ewings_sarcoma_peripheral_primitive_neuroectodermal_tumor	
425	HS834T	ccle	skin	malignant_melanoma	
426	HS839T	ccle;public	skin	malignant_melanoma	
427	HS840T	ccle	upper_aerodigestive_tract		papilloma
428	HS852T	ccle;public	skin	malignant_melanoma	
429	HS863T	ccle	bone	Ewings_sarcoma_peripheral_primitive_neuroectodermal_tumor	
430	HS870T	ccle	bone	osteosarcoma	
431	HS888LU	public			
432	HS888T	ccle;public	bone	osteosarcoma	
434	HS895T	ccle;public	skin	malignant_melanoma	
436	HS934T	ccle;public	skin	malignant_melanoma	
437	HS936T	ccle;public	skin	malignant_melanoma	
438	HS939T	ccle	skin	malignant_melanoma	
439	HS940T	ccle;public	skin	malignant_melanoma	
440	HS944T	ccle;public	skin	malignant_melanoma	
441	HSC2	ccle;public	upper_aerodigestive_tract	carcinoma	squamous_cell_carcinoma
442	HSC3	ccle;public	upper_aerodigestive_tract	carcinoma	squamous_cell_carcinoma
443	HSC4	ccle;public	upper_aerodigestive_tract	carcinoma	squamous_cell_carcinoma
444	HSTS	collaborator			
445	HT	ccle;public	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	B_cell_lymphoma
