DrugName	CellLineName	PrimaryTissue	ExperimentNumber	TrtDuration	doublingtime	maxlog10Concentration	GR_AOC	meanviability	GRmax	Emax	GRinf	GEC50	GR50	R_square_GR	pval_GR	flat_fit_GR	h_GR	N_conc	log10_conc_step	Norm_CellLineName	Norm_DrugName	GR_05uM_fit
Vinblastine	RI-1	Lymph Node	2c	72	36	-7	0.276555555555556	0.788630112858611	-0.159	0.176761245	-0.177321743364242	1.76807389528379e-08	1.55260279095816e-08	0.998896677430923	4.46127255880552e-11	0	2.33566437787342	9	0.47712125	RI1	VINBLASTINE	-0.176842438517352
Vinblastine	RL	Lymph Node	2c	72	43	-7	0.366777777777778	0.751537177958333	-0.222	0.205783275	-0.193430039158303	7.76160309560653e-09	6.70510636050791e-09	0.992234139251077	4.127276797872e-08	0	2.23512392734442	9	0.47712125	RL	VINBLASTINE	-0.193322011629062
Vinblastine	EB1	Lymph Node	2c	72	NA	NA	NA	0.72731675361	NA	0.070456385	NA	NA	NA	NA	NA	NA	NA	NA	NA	EB1	VINBLASTINE	NA
Vinblastine	Daudi	Blood	2c	72	34	-7	0.442222222222222	0.686426065962963	-0.326	0.0998237000000001	-0.284014429761101	5.07713552272255e-09	4.42786396291991e-09	0.994217358700592	1.47042164697113e-08	0	3.28743356803614	9	0.47712125	DAUDI	VINBLASTINE	-0.284014040614925
Vinblastine	DB	Lymph Node	2c	72	50	-7	0.641777777777778	0.643100756268889	-0.785	0.0402156366666666	-0.720277534179465	3.85826793069485e-09	3.22771113808125e-09	0.988790930904889	1.49105413649908e-07	0	5	9	0.47712125	DB	VINBLASTINE	-0.720277499952934
Vinblastine	DOHH-2	Lymph Node	2c	72	17	-7	0.267	0.705423930062778	-0.184	0.0223929774999999	-0.430555812960806	3.00823520543646e-08	1.8794965418258e-08	0.998485513604074	1.35185097321121e-10	0	1.32066422198264	9	0.47712125	DOHH2	VINBLASTINE	-0.396440990959924
Vinblastine	JeKo-1	Lymph Node	2c	72	28	-7	0.247444444444444	0.807374955286111	-0.32	0.06232755	-0.37299433088771	2.62578230031018e-08	2.07999275810238e-08	0.994903012476456	9.45360597084834e-09	0	2.39178704392065	9	0.47712125	JEKO1	VINBLASTINE	-0.371801701122152
Vinblastine	WSU-DLCL2	Lymph Node	2c	72	25	-7	0.465	0.681610823723889	-0.751	0.00248530000000002	-0.787236093896243	1.31060466242097e-08	8.44061425056085e-09	0.999246240764466	1.17574803747693e-11	0	2.1491012157694	9	0.47712125	WSUDLCL2	VINBLASTINE	-0.786522903926245
Vinblastine	SU-DHL-4	Lymph Node	2c	72	23	-7	0.276444444444444	0.780494608166667	-0.348	0.02991493	-0.367312930838198	2.147275047181e-08	1.75867517561819e-08	0.99831898658525	1.94759713572305e-10	0	2.75894092202312	9	0.47712125	SUDHL4	VINBLASTINE	-0.367081642897623
Vinblastine	Toledo	Lymph Node	2c	72	32	-7	0.137222222222222	0.877421700494444	0.15	0.2879990575	-0.141829817754362	5.41566231875632e-08	4.69209150043198e-08	0.99477575347071	1.03058263398407e-08	0	1.74118492961555	9	0.47712125	TOLEDO	VINBLASTINE	-0.118503837940131
Vinblastine	KARPAS-422	Blood	2c	72	33	-7	0.165555555555556	0.854518365180556	0.11	0.27654471	-1	1.29274462044187e-07	4.20692699037971e-08	0.955696950474051	1.83028059027822e-05	0	0.978614383699568	9	0.47712125	KARPAS422	VINBLASTINE	-0.579607336824428
Vinblastine	U-937	Blood	2c	72	25	-7	0.365888888888889	0.759016099644444	-0.715	0.00366661666666668	-0.725588448643383	2.0673041479972e-08	1.56363471759831e-08	0.999716448334676	3.83895222973687e-13	0	3.21083232487573	9	0.47712125	U937	VINBLASTINE	-0.725526094810237
Vinblastine	NAMALWA	Blood	2c	72	41	-7	0.488	0.712101247722222	-0.511	0.0842545	-0.51083330081705	4.52040702929068e-09	3.92677153618128e-09	0.982119773942372	7.64373317269075e-07	0	5	9	0.47712125	NAMALWA	VINBLASTINE	-0.510833299908746
Vinblastine	CA46	Blood	2c	72	35	-7	0.315222222222222	0.779069931611111	-0.333	0.1045799725	-0.32999876681897	1.31843844811007e-08	1.06004031732395e-08	0.993169694428738	2.63354332170757e-08	0	2.32334079628748	9	0.47712125	CA46	VINBLASTINE	-0.329713428004449
Vinblastine	EB-3	Blood	2c	72	29	-7	0.175333333333333	0.84981800937037	0.177	0.26830518	0.20944166099016	1.11582445272916e-08	1.31091697395901e-08	0.972265445704051	3.55282788257652e-06	0	3.3686621436534	9	0.47712125	EB3	VINBLASTINE	0.209443862771694
Vinblastine	GA-10	Blood	2c	72	24	-7	0.259888888888889	0.763918908853333	0.0209999999999999	0.133156486666667	0.0519685498150141	9.21343131251645e-09	9.53661273950812e-09	0.989434832686181	1.21218059335624e-07	0	3.1832175057277	9	0.47712125	GA10	VINBLASTINE	0.0519714034871865
Vinblastine	RAJI	Blood	2c	72	21	-7	0.158	0.84402564275	0.089	0.124577925	0.0441679600161233	2.6333628562027e-08	2.74453189245789e-08	0.989995651492747	1.00152280500987e-07	0	2.23666911566489	9	0.47712125	RAJI	VINBLASTINE	0.0454871016875406
Vinblastine	RC-K8	Blood	2c	72	NA	NA	NA	0.899725325794444	NA	0.4387913775	NA	NA	NA	NA	NA	NA	NA	NA	NA	RCK8	VINBLASTINE	NA
Vinblastine	OCI-LY-3	Lymph Node	2c	72	25	-7	0.330888888888889	0.747520791544444	-0.317	0.0452737466666667	-0.2792596270988	1.1488700774245e-08	1.05130440443356e-08	0.988469190924458	1.64630097115828e-07	0	5	9	0.47712125	OCILY3	VINBLASTINE	-0.27925959180662
Vinblastine	HH	Blood	2c	72	70	-7	0.455444444444444	0.768674781722222	-0.379	0.300359266666667	-0.368759521316509	5.95258071983532e-09	4.99805329532139e-09	0.997307722530411	1.01255671662744e-09	0	3.16094376099772	9	0.47712125	HH	VINBLASTINE	-0.368758368031754
Vinblastine	KARPAS-299	Blood	2c	72	23	-7	0.378888888888889	0.6973946135	-0.365	0.0275131333333334	-0.299603577477514	8.94478655599292e-09	7.59433210550266e-09	0.99540356945544	6.58373674461613e-09	0	2.86864922285859	9	0.47712125	KARPAS299	VINBLASTINE	-0.299590977973937
Vinblastine	Pfeiffer	Blood	2c	72	NA	NA	NA	0.75001002025	NA	0.0627419324999999	NA	NA	NA	NA	NA	NA	NA	NA	NA	PFEIFFER	VINBLASTINE	NA
Vinblastine	JVM-2	Blood	2c	72	NA	NA	NA	0.770502661259259	NA	0.225425466666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	JVM2	VINBLASTINE	NA
Vinblastine	NCI-H292	Lung	2b	72	33	-7	0.295555555555556	0.758938592681481	-0.029	0.20650222	0.000493217998459921	9.80335245105648e-09	9.8061771444169e-09	0.993534298300863	2.17347587810999e-08	0	3.42569796721205	9	0.47712125	NCIH292	VINBLASTINE	0.000494630794380497
Vinblastine	NCI-H650	Lung	2b	72	61	-7	0.119222222222222	0.932441832426111	0.287	0.5941867525	0.285105861463764	1.93395889847964e-08	2.63935716005233e-08	0.952758816003172	2.29151501889029e-05	0	2.71560849450622	9	0.47712125	NCIH650	VINBLASTINE	0.285210208470667
Vinblastine	NCI-H647	Lung	2b	72	47	-7	0.133222222222222	0.905497672248148	0.447	0.609011046666667	0.449943458378367	1.31963306978339e-08	2.09100476741481e-08	0.988437354994981	1.6622646632561e-07	0	5	9	0.47712125	NCIH647	VINBLASTINE	0.449943507044061
Vinblastine	NCI-H1437	Lung	2b	72	29	-7	0.320888888888889	0.729436191207407	-0.114	0.132298133333333	-0.100577755429903	1.01298996458598e-08	9.49576605330213e-09	0.995329080153676	6.9647968241211e-09	0	2.83522176265284	9	0.47712125	NCIH1437	VINBLASTINE	-0.100560400011758
Vinblastine	RERF-LC-KJ	Lung	2b	72	65	-7	0.396888888888889	0.788230640444444	-0.416	0.25575615	-0.312580417209775	1.33000324234848e-08	1.20690595517633e-08	0.91104253523632	0.000209960882956165	0	5	9	0.47712125	RERFLCKJ	VINBLASTINE	-0.312580382520098
Vinblastine	NCI-H460	Lung	2b	72	23	-7	0.151888888888889	0.845557202972222	0.0389999999999999	0.12884452	0.0326190114540852	3.65760695295472e-08	3.70729227814963e-08	0.98885624956347	1.46086411587366e-07	0	5	9	0.47712125	NCIH460	VINBLASTINE	0.0326210364309822
Vinblastine	NCI-H1299	Lung	2b	72	29	-7	0.143333333333333	0.855180238161111	0.291	0.337028295	0.208657764660317	3.21091693561019e-08	4.27104400216678e-08	0.994953161286834	9.13204389222556e-09	0	1.89311653040867	9	0.47712125	NCIH1299	VINBLASTINE	0.213010200234574
Vinblastine	NCI-H226	Lung	2b	72	40	-7	0.215444444444444	0.824971224925926	0.273	0.443180853333333	0.106112842252422	2.34516779845653e-08	2.9510197424413e-08	0.960587306218185	1.21542010711372e-05	0	1.03807674439565	9	0.47712125	NCIH226	VINBLASTINE	0.14193307762718
Vinblastine	MCF-7	Breast	2b	72	30	-7	0.194888888888889	0.806523314857407	0.325	0.37258002	0.267353957656785	1.38205909182923e-08	2.39371189240409e-08	0.991393144682941	5.91501375074636e-08	0	1.39291943260678	9	0.47712125	MCF7	VINBLASTINE	0.272265193800317
Vinblastine	SW 1573	Lung	2b	72	40	-7	0.235777777777778	0.809081737259259	0.338	0.48520594	0.328818647884816	7.90004115170887e-09	1.53307836135301e-08	0.954944818720341	1.94136231474422e-05	0	1.61673138542844	9	0.47712125	SW1573	VINBLASTINE	0.329638998269404
Vinblastine	HCC1937	Breast	2b	72	69	-7	0.131888888888889	0.931534391803704	0.488	0.734501711666667	0.545054647847491	1.09548333170711e-08	Inf	0.970502016608716	4.40832031696052e-06	0	5	9	0.47712125	HCC1937	VINBLASTINE	0.545054602296876
Vinblastine	Hs 578T	Breast	2b	72	75	-7	0.407111111111111	0.799267443422222	-0.747	0.13725074	-0.747560868828562	1.45236238049512e-08	1.20964140293693e-08	0.997396406113606	9.00546931588572e-10	0	5	9	0.47712125	HS578T	VINBLASTINE	-0.747560863862619
Vinblastine	HCC-15	Lung	2b	72	30	-7	0.278444444444444	0.7405440712	0.118	0.247423413333333	0.151808736547934	8.43105748777406e-09	9.97837351940152e-09	0.98218705534349	7.54353682999982e-07	0	2.14754113656239	9	0.47712125	HCC15	VINBLASTINE	0.15194072218044
Vinblastine	CAL51	Breast	2b	72	26	-7	0.235333333333333	0.793936230703704	-0.044	0.129396586666667	-0.050700945375651	1.6439878995718e-08	1.5875932850933e-08	0.994330710477852	1.37198772922359e-08	0	2.766990729823	9	0.47712125	CAL51	VINBLASTINE	-0.050618193854687
Vinblastine	NCI-H2122	Lung	2b	72	30	-7	0.277777777777778	0.771400483637037	-0.076	0.15666865	-0.0821858659157019	1.31212253527087e-08	1.26636039008851e-08	0.998582737663161	1.07170649143008e-10	0	4.28691220812986	9	0.47712125	NCIH2122	VINBLASTINE	-0.0821856894019413
Vinblastine	MDA-MB-157	Breast	2b	72	67	-7	0.506444444444444	0.737593009241667	-0.667	0.145698625	-0.721647482915503	9.93460505188447e-09	5.82275344585485e-09	0.989723921619198	1.10000821531454e-07	0	1.67214986791265	9	0.47712125	MDAMB157	VINBLASTINE	-0.719194892947927
Vinblastine	MDA-MB-468	Breast	2b	72	53	-7	0.313222222222222	0.804262449222222	0.046	0.414758103333333	0.0220130064402668	7.7201576523664e-09	7.91587055690799e-09	0.98797536586789	1.9065647056914e-07	0	1.79847307898212	9	0.47712125	MDAMB468	VINBLASTINE	0.022553067573302
Vinblastine	HCC1954	Breast	2b	72	42	-7	0.368666666666667	0.744038663974074	-0.248	0.18685801	-0.207139676284924	8.55265424808703e-09	7.07772386886644e-09	0.983175082213496	6.17782109993445e-07	0	1.83116584779188	9	0.47712125	HCC1954	VINBLASTINE	-0.206438123907939
Vinblastine	JIMT-1	Breast	2b	72	34	-7	0.296333333333333	0.775134462022222	-0.163	0.158050053333333	-0.169857566393816	1.35169184104476e-08	1.23877832061734e-08	0.998979733419561	3.39232782343403e-11	0	3.35265919781886	9	0.47712125	JIMT1	VINBLASTINE	-0.169851130783967
Vinblastine	CAL-120	Breast	2b	72	40	-7	0.282	0.783692926962963	0.122	0.353117346666667	0.0966562787123877	8.35198847341642e-09	9.50911695111424e-09	0.994608349734249	1.15086927928567e-08	0	1.65562027960419	9	0.47712125	CAL120	VINBLASTINE	0.0976867179128728
Vinblastine	EVSA-T	Breast	2b	72	33	-7	0.329444444444444	0.718488850925926	0.127	0.286053616666667	0.137770056148616	4.32168694681474e-09	4.89268891208178e-09	0.993745385144202	1.93509371386997e-08	0	2.59741120580529	9	0.47712125	EVSAT	VINBLASTINE	0.137773869982102
Vinblastine	T-47D	Breast	2b	72	60	-7	0.262444444444444	0.849172724873148	0.075	0.474967235	0.112716359275582	1.14412709079458e-08	1.20409967566252e-08	0.985837325021439	3.3807146065646e-07	0	5	9	0.47712125	T47D	VINBLASTINE	0.112716405566518
Vinblastine	SK-MEL-28	Skin	2b	72	39	-7	0.147222222222222	0.877395172281481	0.452	0.553827306666667	0.452242158926292	1.32984755483806e-08	3.4498128399134e-08	0.958035176921733	1.51390592157615e-05	0	2.46362536322944	9	0.47712125	SKMEL28	VINBLASTINE	0.452314295392681
Vinblastine	RPMI-7951	Skin	2b	72	30	-7	0.381	0.698421279788889	-0.253	0.0940992800000001	-0.24356095849065	1.02745757878e-08	9.46035633044632e-09	0.990367461693115	8.77187848386644e-08	0	4.80657703882287	9	0.47712125	RPMI7951	VINBLASTINE	-0.243560990339894
Vinblastine	G-361	Skin	2b	72	35	-7	0.240444444444444	0.804096616344444	0.073	0.277733333333333	0.120244853935855	1.14783173395222e-08	1.21275059057142e-08	0.987596645966456	2.12513728216965e-07	0	5	9	0.47712125	G361	VINBLASTINE	0.120244905609232
Vinblastine	Hs 294T	Skin	2b	72	36	-7	0.330777777777778	0.730933168548148	0.0700000000000001	0.2861042	0.0601111681803272	6.72655083472251e-09	7.1852895423773e-09	0.982239640133515	7.46588274304547e-07	0	1.9414829607464	9	0.47712125	HS294T	VINBLASTINE	0.0603300045685871
Vinblastine	SW 982	Breast	2b	72	43	-7	0.416555555555556	0.724085303603704	-0.43	0.122305533333333	-0.55277062241178	1.26163393606412e-08	7.22714831031782e-09	0.983204416122163	6.14020500820609e-07	0	1.33639943164467	9	0.47712125	SW982	VINBLASTINE	-0.541490171944263
Vinblastine	MDA-MB-175-VII	Breast	2b	72	65	-7	0.283666666666667	0.845471958255556	0.274	0.606895893333333	0.270761201326535	5.2436725065425e-09	8.5814889587823e-09	0.972667410130096	3.375846932252e-06	0	1.58316501000778	9	0.47712125	MDAMB175VII	VINBLASTINE	0.271296919746259
Vinblastine	CAMA-1	Breast	2b	72	53	-7	0.300333333333333	0.819918376137037	-0.293	0.243327226666667	-0.211635884410814	1.40993677533532e-08	1.31383876416788e-08	0.987340490133492	2.28275404263836e-07	0	5	9	0.47712125	CAMA1	VINBLASTINE	-0.211635878396673
Vinblastine	HCC1806	Breast	2b	72	35	-7	0.417555555555556	0.701278781065333	-0.36	0.0960352666666666	-0.369926125928023	7.47319473456783e-09	5.39190519193069e-09	0.993496733325769	2.21799453113238e-08	0	1.69656810970301	9	0.47712125	HCC1806	VINBLASTINE	-0.368831320969768
Vinblastine	BT-549	Breast	2b	72	43	-7	0.343222222222222	0.760290707459259	-0.047	0.28907323	-0.0376868701343106	5.83610905840868e-09	5.6295633035529e-09	0.989239585839522	1.29241341021254e-07	0	2.01674539502559	9	0.47712125	BT549	VINBLASTINE	-0.0375556645435152
Vinblastine	NCI-H661	Lung	2b	72	46	-7	0.443555555555556	0.713367812775556	-0.283	0.20056527	-0.241075717820629	4.99385592635657e-09	4.26404006533909e-09	0.990122802124603	9.57674977411702e-08	0	2.49061060225426	9	0.47712125	NCIH661	VINBLASTINE	-0.241062780592639
Vinblastine	RERF-LC-MS	Lung	2b	72	36	-7	0.306111111111111	0.776112871333333	-0.258	0.137482633333333	-0.266217408302198	1.59292932312677e-08	1.36026784682916e-08	0.99549385130155	6.14213441280819e-09	0	2.70346219231729	9	0.47712125	RERFLCMS	VINBLASTINE	-0.266103637678406
Vinblastine	HOP-62	Lung	2b	72	36	-7	0.313444444444445	0.756055144833333	-0.104	0.20068005	-0.084110795689645	1.27049826503077e-08	1.22468351552844e-08	0.976518596428205	1.98396581486076e-06	0	4.2335024799561	9	0.47712125	HOP62	VINBLASTINE	-0.0841106082859412
Vinblastine	HCC38	Breast	2b	72	47	-7	0.241666666666667	0.829464561555556	0.279	0.50408748	0.441504471942148	3.52723155715754e-09	5.4175563721267e-09	0.736933937519388	0.00933741981733176	0	5	9	0.47712125	HCC38	VINBLASTINE	0.441504500009758
Vinblastine	HCC1419	Breast	2b	72	60	-7	0.0428888888888889	0.9744314015	0.872	0.923628002333333	0.749777389981811	8.91171063531036e-08	Inf	0.90340399938242	0.000280128315441998	0	0.488458712812493	9	0.47712125	HCC1419	VINBLASTINE	0.825100556232154
Vinblastine	KPL-1	Breast	2b	72	45	-7	0.288888888888889	0.796352050833333	0.187	0.433813463333333	0.232518615525578	3.66757506483087e-09	4.15637094044631e-09	0.97331234700911	3.10517683144368e-06	0	5	9	0.47712125	KPL1	VINBLASTINE	0.232518600016297
Vinblastine	MDA-MB-436	Breast	2b	72	39	-7	0.222444444444444	0.8250159275	0.077	0.31890066	-0.0384284070124463	2.28679340117246e-08	2.16742051649529e-08	0.988533772331823	1.61425433876845e-07	0	1.3811331959407	9	0.47712125	MDAMB436	VINBLASTINE	-0.023976467275214
Vinblastine	BT-20	Breast	2b	72	50	-7	0.290111111111111	0.813433052666667	-0.149	0.2922928	-0.00330029833036537	1.15645969476906e-08	1.15493904699603e-08	0.955593820789935	1.84523602763321e-05	0	5	9	0.47712125	BT20	VINBLASTINE	-0.00330029135899211
Vinblastine	NCI-H2009	Lung	2b	72	49	-7	0.365333333333333	0.76813576635463	-0.276	0.22487335	-0.229443307933437	9.77779573451411e-09	8.25827675091369e-09	0.984844290462092	4.2856525308591e-07	0	2.23610258298978	9	0.47712125	NCIH2009	VINBLASTINE	-0.229257626689965
Vinblastine	NCI-H1793	Lung	2b	72	35	-7	0.246111111111111	0.794436413003704	0.1	0.2923642	-0.0369184682352652	1.64864517129954e-08	1.55081216850405e-08	0.971283950481983	4.01269755622052e-06	0	1.16449654347742	9	0.47712125	NCIH1793	VINBLASTINE	-0.0177736890390485
Vinblastine	KNS-62	Lung	2b	72	37	-7	0.287	0.770687836862963	0.085	0.304461953333333	0.086082229034755	8.88196543131063e-09	9.67875879738236e-09	0.979675554819628	1.1969208890182e-06	0	2.19926661900419	9	0.47712125	KNS62	VINBLASTINE	0.0862113862560161
Vinblastine	HCT-15	Colon	2b	72	21	-7	0.0343333333333334	0.954913178994445	0.674	0.543803756666667	0.424078626591431	8.61502287038619e-08	2.49332857596646e-07	0.891588123770936	0.0004195357864349	0	1.7737053342908	9	0.47712125	HCT15	VINBLASTINE	0.448455461720556
Vinblastine	SF268	Brain	2b	72	44	-7	0.161333333333333	0.891585151683333	0.12	0.387217035	0.113279868285503	1.54845580299227e-08	1.69549724898292e-08	0.950475643240872	2.70312389827865e-05	0	2.83193165083446	9	0.47712125	SF268	VINBLASTINE	0.113327125551401
Vinblastine	SF539	Brain	2b	72	37	-7	0.309666666666667	0.787580716416667	-0.338	0.116396433333333	-0.340467151270582	1.7486361290742e-08	1.54642887846738e-08	0.992759298565466	3.23022102847498e-08	0	4.22621079083618	9	0.47712125	SF539	VINBLASTINE	-0.340466260818789
Vinblastine	LN-18	Brain	2b	72	30	-7	0.197888888888889	0.824776884605926	-0.105	0.145313633333333	-1	8.56070661114478e-08	3.83154837544326e-08	0.984972735786194	4.15986970866451e-07	0	1.3665798171304	9	0.47712125	LN18	VINBLASTINE	-0.835444641329651
Vinblastine	LN-229	Brain	2b	72	35	-7	0.202555555555556	0.835280017962963	0.128	0.308085786666667	0.127784429025709	1.78114642247247e-08	1.90093223329492e-08	0.992966079511466	2.91871097794598e-08	0	4.53445406098004	9	0.47712125	LN229	VINBLASTINE	0.127784636323928
Vinblastine	Hs 683	Brain	2b	72	55	-7	0.408111111111111	0.769180903925926	-0.679	0.0910847699999999	-0.546382030875153	1.30289489532757e-08	1.12399745735254e-08	0.983620839063673	5.62368226871167e-07	0	5	9	0.47712125	HS683	VINBLASTINE	-0.546381981421363
Vinblastine	HOP-92	Lung	2b	72	55	-7	0.205666666666667	0.871913380405556	0.33	0.586380595	0.319771746508688	8.00766120661253e-09	1.41435461366803e-08	0.98185759893877	8.0432519280272e-07	0	1.79373579728115	9	0.47712125	HOP92	VINBLASTINE	0.320180776756094
Vinblastine	SK-CO-1	Colon	2b	72	55	-7	0.280777777777778	0.827655085644444	-0.004	0.401693765	-0.0674589100385773	1.90287749130472e-08	1.77328065939428e-08	0.94612951365137	3.62850843897507e-05	0	1.7942671089002	9	0.47712125	SKCO1	VINBLASTINE	-0.0644385960576211
Vinblastine	MDA-MB-231	Breast	2b	72	48	-7	0.211444444444444	0.856210226084444	0.143	0.431993928	0.125683807157807	1.72194355366297e-08	1.94961909362203e-08	0.988741054986004	1.51440468155853e-07	0	2.3313441081763	9	0.47712125	MDAMB231	VINBLASTINE	0.126023314017636
Vinblastine	SW 1990	Pancreas	2b	72	42	-7	0.166888888888889	0.867958105862963	0.387	0.533970063333333	0.285536017312331	2.21873451668632e-08	4.66931002250674e-08	0.955758399699621	1.82141075791821e-05	0	1.13760986822998	9	0.47712125	SW1990	VINBLASTINE	0.305607188428351
Vinblastine	HCT 116	Colon	2b	72	21	-7	0.253444444444444	0.731974094525926	0.089	0.124435166666667	0.066361520621427	1.13269546266581e-08	1.21660781452262e-08	0.997777165729092	5.17815199149378e-10	0	1.99250291785645	9	0.47712125	HCT116	VINBLASTINE	0.0668542024816308
Vinblastine	HUP-T3	Pancreas	2b	72	55	-7	0.297444444444444	0.825520618444444	-0.179	0.31163355	-0.205825187710271	1.18715198890049e-08	1.03848352027378e-08	0.982197040240128	7.52874756493304e-07	0	2.5767615166344	9	0.47712125	HUPT3	VINBLASTINE	-0.20574660397369
Vinblastine	DU 145	Prostate	2b	72	28	-7	0.314222222222222	0.726355951925926	-0.043	0.150399833333333	-0.032132020689481	9.75441847052145e-09	9.62084366232352e-09	0.995198505922969	7.67038902827863e-09	0	4.51709574211698	9	0.47712125	DU145	VINBLASTINE	-0.0321320004769952
Vinblastine	KP4	Pancreas	2b	72	23	-7	0.406	0.594876129388889	-0.029	0.104233	0.0633863538280761	2.58348772149906e-09	2.77834901197343e-09	0.974285698148596	2.7265381685552e-06	0	1.86421647643617	9	0.47712125	KP4	VINBLASTINE	0.0634374610061734
Vinblastine	CFPAC-1	Pancreas	2b	72	45	-7	0.171555555555556	0.875598598800741	0.326	0.51841335	0.331871293440823	1.40055258232011e-08	1.74166668685878e-08	0.990128930483654	9.55596909287813e-08	0	5	9	0.47712125	CFPAC1	VINBLASTINE	0.331871311521469
Vinblastine	A-375	Skin	2b	72	25	-7	0.254111111111111	0.757115725785185	0.073	0.166446266666667	0.0497637609925632	1.21668423298554e-08	1.26470915826369e-08	0.989090319224072	1.35625749328066e-07	0	2.70803205504656	9	0.47712125	A375	VINBLASTINE	0.049804274638844
Vinblastine	IPC-298	Skin	2b	72	26	-7	0.168888888888889	0.818277784074074	0.325	0.319719333333333	0.407006935626561	1.05549838992198e-08	1.65976746624382e-08	0.950001556051554	2.79478053297606e-05	0	3.71596043835944	9	0.47712125	IPC298	VINBLASTINE	0.407007252298626
